CONFIGURATION:
experiment file = experiments/transformation_invariance_testing.py
git branch = main
git commit hash = 601948e7077f0d767811f4d7a7b08fcbcde09a38
uncommitted changes = True
seed = 42
engine_config_name = leela_local_1600_nodes.ini
data_config_name = fens_board_transformations.ini
address = 127.0.0.1
port = 50001
password = password
remove_pawns = False
num_positions = 50000
transformations = ['rot180']
result_subdir = 

fen,original,rot180
8/kq5K/4n3/4r3/4N3/8/2R3Q1/8 w - - 2 56,-0.869,-0.864
8/Q1B5/2N2n2/8/8/4q3/3b2K1/4k3 w - - 13 46,0.347,0.545
1r2n1K1/1r6/8/6k1/8/R1N5/8/2R5 w - - 1 62,-0.566,-0.637
2b5/6B1/B5Q1/8/8/5k1b/8/2q4K w - - 11 62,-0.387,-0.604
K7/2r5/5k2/2n5/8/1r6/R6N/2R5 w - - 4 44,-0.797,-0.247
2Q5/R7/3k4/7r/1K3q2/1N6/1n6/8 w - - 15 65,-0.879,-0.887
3r1Q2/8/3K4/8/3R1Rrq/8/8/1k6 w - - 9 36,-0.5549999999999999,-0.33699999999999997
3q1r2/1k6/8/1K6/1R5n/8/1Q6/2N5 w - - 9 47,0.96,0.612
5nk1/7b/8/2KN4/1Q6/1B6/8/7q w - - 5 57,0.766,0.999
5N2/R7/7K/7B/3n4/8/2k2b2/1r6 w - - 5 32,0.06999999999999999,0.149
6R1/6B1/3q4/8/k3K3/3r4/1Q6/4b3 w - - 2 31,0.773,0.7919999999999999
n7/1R6/7R/1K6/N7/8/k7/4r1r1 w - - 16 63,0.852,0.847
8/1r6/5N1K/8/2k5/8/1nq5/6QR w - - 1 62,0.776,0.825
1q6/1r6/8/2RK3Q/4R3/k7/3r4/8 w - - 12 42,-0.837,-0.767
1Q5N/8/6K1/2R5/3r4/7n/3q4/6k1 w - - 18 61,0.693,0.609
8/4k3/1N4B1/8/8/1K5Q/7n/2b4q w - - 3 34,0.794,0.795
3K4/R7/5k2/QR6/8/3qr3/8/7r w - - 2 51,-0.6479999999999999,-0.554
8/3q2r1/2n1k3/8/8/2Q5/1R4N1/7K w - - 4 52,0.762,0.771
4Q3/8/1K3rN1/1n2R3/8/1q6/8/1k6 w - - 16 60,-0.761,-0.734
k1B5/8/NB1b4/1K6/4n3/8/8/b7 w - - 1 33,0.543,0.299
5Q2/8/8/5K2/6B1/7R/3b4/1r3kq1 w - - 12 66,0.897,0.908
1K4b1/1r6/1k2n3/7N/7B/R7/8/8 w - - 11 49,-0.06999999999999999,-0.108
4B3/1rk1K3/3R4/8/1b6/4B3/4b3/8 w - - 2 37,-0.848,-0.859
2K5/2R5/8/8/R4B2/1r2r3/8/1b3k2 w - - 0 40,0.906,0.852
5k2/8/8/5KN1/4Q3/1n6/3q4/2n1N3 w - - 12 60,0.843,0.817
7r/1Q6/8/8/2k5/8/n3q2N/2K4R w - - 8 40,-0.765,-0.762
2q5/8/8/Q1n5/2N5/K7/7k/5Bb1 w - - 18 69,0.722,0.6859999999999999
2n2r2/8/r1NR4/8/k7/8/8/3R3K w - - 5 48,0.815,0.7989999999999999
3b4/1Bq4k/Q7/r7/8/8/4R3/4K3 w - - 4 36,1.0,1.0
3K4/4R3/k3r2B/3q4/7Q/8/8/5b2 w - - 9 48,-0.858,-0.865
Q3B3/4k3/3r4/8/8/3q4/3b1K1R/8 w - - 6 35,0.647,0.603
3N4/8/3n3K/1qbB4/8/6k1/8/3Q4 w - - 2 30,0.8,0.826
B4K2/b7/3b4/4r3/8/4k3/7R/7B w - - 7 40,-0.874,-0.774
7B/8/2r5/8/8/R3R2K/1r6/1bk5 w - - 8 48,0.393,0.539
BR6/K7/1R6/8/3b4/1r1r4/4k3/8 w - - 13 47,-0.681,-0.847
2R4R/8/3K4/8/2br4/6rB/7k/8 w - - 8 57,0.098,0.1
8/3kq3/3n4/1K1R4/Q7/4r3/2N5/8 w - - 10 54,0.131,0.10700000000000001
8/Q6R/3K4/4n1k1/2r1q3/1N6/8/8 w - - 0 65,0.82,0.826
8/2N5/3B2b1/k5b1/8/1K6/1B4n1/8 w - - 12 48,0.10600000000000001,0.09899999999999999
k7/6r1/8/8/6K1/7R/Bb3r2/4R3 w - - 13 57,-0.825,-0.792
R4Nkr/1Q3n2/8/8/8/3q2K1/8/8 w - - 16 54,-0.904,-0.541
2QN4/1n6/1q3rK1/8/8/8/4R3/7k w - - 3 70,-0.587,-0.6739999999999999
KQ2N3/1N6/k7/8/2n5/8/8/1n3q2 w - - 9 51,1.0,1.0
7Q/8/7n/6Nk/8/q2r4/6R1/7K w - - 8 53,1.0,1.0
4r3/1R5Q/8/8/8/5k2/1K6/1N1n1q2 w - - 6 30,-0.08399999999999999,-0.28700000000000003
6B1/r3K3/2Q2R2/8/8/8/3q4/kb6 w - - 4 34,-0.44799999999999995,-0.20400000000000001
6Q1/n7/B4b2/2N5/2K5/5q2/k7/8 w - - 4 42,0.85,0.881
6K1/2B4Q/8/3b4/6R1/2k5/r7/4q3 w - - 19 61,-0.759,-0.786
4n3/8/8/3Q1b2/1k6/2N3K1/1B6/5q2 w - - 13 42,0.82,0.819
6q1/3R4/5r2/Q4n2/8/7N/1K6/7k w - - 0 42,0.7969999999999999,0.8089999999999999
k7/2b1K3/7r/8/8/1R6/2BbB3/8 w - - 9 54,0.8,0.608
8/k7/2K5/q2r4/1n2R3/2Q5/6N1/8 w - - 15 52,0.23700000000000002,0.39
k5r1/1nRK1N2/2B5/8/8/8/8/5b2 w - - 6 65,0.72,0.778
1k6/4q3/r2r4/6R1/8/5QRK/8/8 w - - 6 70,0.788,0.40700000000000003
5k2/8/nQ6/7K/2b4B/8/q7/4N3 w - - 17 58,0.879,0.867
2n3K1/8/8/1Q6/1b2k3/4B3/8/4qN2 w - - 13 57,0.752,0.75
3B4/5K2/RN6/2b3r1/7k/8/8/2n5 w - - 9 61,0.847,0.91
n7/3Q4/8/5B2/8/2q2K1N/8/b6k w - - 1 37,0.66,0.487
6r1/2N1R3/1n1N4/k6n/8/8/3K4/8 w - - 1 42,0.126,0.151
4kq2/N6Q/4b1K1/8/8/4n1B1/8/8 w - - 2 45,-0.659,-0.563
1B6/8/2r2b2/5R2/8/8/Q7/K3k1q1 w - - 14 48,-0.6759999999999999,-0.604
5k2/2K5/R7/4B3/8/4b3/6r1/3B2b1 w - - 11 41,0.161,0.26
K7/3Q4/7B/3N4/8/1k3n2/6q1/6b1 w - - 10 55,0.714,0.578
7K/2q4b/8/7B/5b2/8/1k3BQ1/8 w - - 8 32,0.622,0.664
8/5q2/8/5K2/1k6/1rb5/Q5RB/8 w - - 15 64,-0.883,-0.867
N6n/6k1/8/5KB1/4R3/3b4/8/7r w - - 5 67,-0.036000000000000004,-0.047
1Bn3b1/5r2/8/8/NK6/3R4/k7/8 w - - 2 70,0.6,0.58
2N3n1/8/3b3q/5B2/8/4k3/8/1K3Q2 w - - 12 64,0.716,0.752
3r3q/Q7/8/8/2b3K1/8/2B1k3/R7 w - - 5 69,0.638,0.705
2K5/3R4/8/5R2/4Q3/k7/2r2r1q/8 w - - 20 64,-0.09699999999999999,-0.235
5r2/8/6q1/8/r1k5/4Q3/3R1K2/5R2 w - - 5 35,-0.584,-0.42800000000000005
8/3R4/1Q5B/4q3/5b2/8/4r2k/K7 w - - 12 52,-0.778,-0.778
7N/1b1q4/8/2n5/2k5/6Q1/5B2/1K6 w - - 2 54,-0.715,-0.6849999999999999
2Q5/1B4k1/1K6/8/6b1/8/2Rr4/3q4 w - - 8 41,0.573,0.437
6k1/3Q4/b6n/8/8/1NB5/6q1/1K6 w - - 11 39,0.913,0.882
r2r2k1/2K5/2B5/8/8/3b4/2R5/2R5 w - - 12 41,0.365,0.659
6B1/8/3R4/1k3r2/6B1/4K3/6b1/1b6 w - - 10 33,0.702,0.318
3K4/Q7/8/8/1q6/3k4/1rR1n3/N7 w - - 4 36,0.704,0.695
B4k2/8/4Q3/5N2/5K2/2q1n3/2b5/8 w - - 11 55,0.81,0.755
1q6/1N4rk/1R3Q2/7K/8/8/8/2n5 w - - 6 43,0.6869999999999999,0.393
nq6/4N3/4b2B/8/3K2k1/8/3Q4/8 w - - 2 61,0.708,0.736
7R/8/6Q1/6n1/8/1K6/N4rq1/k7 w - - 9 66,0.239,0.167
2R5/8/4Q3/2K2n2/2N5/3r1q2/5k2/8 w - - 6 44,0.54,0.68
3r4/6B1/8/8/3n1R2/b7/3N3k/5K2 w - - 1 37,0.934,0.911
1Q1n4/2r1q3/8/2R5/3K4/8/4k3/1N6 w - - 4 32,0.78,0.864
8/6k1/6qn/1N6/3N4/6K1/2n4Q/8 w - - 0 32,-0.769,-0.653
3r4/5Q2/4R3/6R1/r7/8/8/1q3K1k w - - 6 70,0.264,0.243
8/5R2/k6N/8/1Rn5/2r5/3r2K1/8 w - - 18 69,-0.79,-0.73
R3K3/8/8/8/8/1qr5/4QN1k/1n6 w - - 8 62,0.693,0.378
8/4r3/1q6/R4Q2/8/5R2/1K5k/3r4 w - - 5 56,-0.08399999999999999,-0.054000000000000006
8/8/3R4/Q1K2k2/8/2n1r1q1/N7/8 w - - 4 31,0.125,0.133
7Q/4K3/8/5k2/8/1n5N/1Bb5/1q6 w - - 9 35,0.654,0.97
2r5/4q2k/1Q5N/8/8/5K2/R7/5n2 w - - 11 59,0.722,0.761
6K1/8/2Q5/5n2/4N3/4r2q/2R5/6k1 w - - 6 45,0.6729999999999999,0.7739999999999999
7N/8/k7/1r6/4q2K/1n6/8/1R3Q2 w - - 0 31,-0.674,-0.533
5kNQ/8/8/5qb1/8/7K/8/2n4B w - - 1 51,-0.291,-0.32699999999999996
R7/2r5/2n5/8/4N3/4K2k/8/4N1n1 w - - 3 50,0.833,0.883
1n6/8/6r1/5qNQ/2k5/8/6R1/7K w - - 8 70,0.481,0.232
2Q5/3B3K/2B5/8/3b4/3k4/7q/1b6 w - - 10 49,-0.715,-0.751
6Q1/8/1kq4b/8/3R4/8/3B3K/1r6 w - - 18 66,0.08900000000000001,0.07900000000000001
4k1n1/RN6/8/8/8/5b2/K7/B3r3 w - - 6 54,0.906,0.748
6r1/7q/6k1/2R4b/8/3K1Q2/8/3B4 w - - 17 67,0.681,0.8119999999999999
4r3/1k1b4/b6R/8/8/6B1/7K/6B1 w - - 6 30,0.439,0.29
1R6/7k/3r4/2N4K/6B1/8/8/b5n1 w - - 0 32,0.834,0.774
3k4/7b/7q/8/1K3Q1r/8/R6B/8 w - - 6 45,-0.07899999999999999,-0.33599999999999997
5NQ1/8/5k2/1q6/6K1/B4b2/8/6n1 w - - 5 35,-0.8109999999999999,-0.713
8/8/2br4/3Nn3/3R4/8/3B1k2/7K w - - 6 65,-0.199,-0.323
6q1/3Q4/4N3/2R2K2/8/4r3/5n2/4k3 w - - 8 38,0.769,0.7979999999999999
r3K3/7R/3Q4/8/1rk5/2q5/8/5R2 w - - 2 34,-0.452,-0.61
5b2/4q3/k6r/8/8/3K1B2/8/1R4Q1 w - - 3 37,0.14400000000000002,0.252
Q6K/2b5/6q1/4k3/5b2/7B/8/3B4 w - - 0 38,0.758,0.738
8/1B6/QN6/8/8/2K1k1n1/4b3/6q1 w - - 1 40,0.40399999999999997,0.09000000000000001
b2k4/8/4K3/4B2q/8/4B1Q1/7b/8 w - - 1 43,0.743,0.758
1k1K4/8/8/q5r1/8/8/7b/B1RQ4 w - - 0 42,-0.638,-0.42700000000000005
q6b/8/1Q6/8/k7/8/3R4/2r2KB1 w - - 12 63,-0.65,-0.49800000000000005
7b/8/5b2/8/NB6/6nB/2K5/k7 w - - 10 42,0.493,0.245
B4b2/3r4/7n/NR6/8/3K4/k7/8 w - - 19 69,0.369,0.40299999999999997
r5K1/8/2R2Q2/n7/5N2/8/5k2/4q3 w - - 8 68,0.197,0.15
7B/7R/5bB1/3k4/8/1r6/1b6/1K6 w - - 16 63,0.872,0.892
Bk6/4R3/2K5/8/Q7/7b/8/2q3r1 w - - 1 54,-0.617,-0.578
1k4K1/7Q/8/8/6RN/8/1q6/1r4n1 w - - 9 40,0.536,0.494
8/3K4/3b4/k5B1/3rq3/8/2R2Q2/8 w - - 13 67,-0.503,-0.609
2K2b2/6R1/7B/8/4B3/8/1b3k2/5r2 w - - 7 31,0.813,0.841
8/Q7/8/2B5/8/1q1KR3/7b/5rk1 w - - 4 31,-1.0,-1.0
8/2R5/3r4/4r3/1k6/2R5/1K3N2/5n2 w - - 4 58,0.838,0.452
b7/3B4/k7/q7/7Q/r1R5/3K4/8 w - - 11 69,0.846,0.503
2n1K3/r7/8/1R6/8/6r1/N6R/k7 w - - 15 55,-0.637,-0.746
r7/8/2R5/8/5k2/7R/r3b3/3BK3 w - - 19 62,0.803,0.759
3r4/4k3/R2r1N2/6K1/R7/8/2n5/8 w - - 1 50,0.83,0.627
8/3N4/4r3/k7/5r2/7n/1R6/2R4K w - - 8 36,0.617,0.568
8/R3B3/8/5b2/8/2n4r/K5N1/2k5 w - - 12 44,-0.136,-0.15699999999999997
3R4/r7/2Q2R2/3K4/6q1/7k/8/4r3 w - - 3 46,0.9,0.9319999999999999
8/5B2/R3n3/N7/3K4/8/b7/r1k5 w - - 15 53,0.596,0.172
4b3/8/5K2/1R1N4/2B5/8/6k1/5r1n w - - 12 58,0.753,0.739
RB3n2/4k2K/1b6/8/1r6/8/8/4N3 w - - 6 64,-0.10099999999999999,-0.086
4Q3/8/8/4R3/8/7b/7r/BK1k3q w - - 7 30,0.601,0.638
6B1/N2n4/8/5R2/8/br6/k7/6K1 w - - 2 68,0.78,0.86
k1K2R2/3rr3/n7/6R1/8/5N2/8/8 w - - 7 49,-0.357,-0.759
R7/8/Bb6/7r/3r4/7k/1KR5/8 w - - 12 53,0.587,0.364
k1r4r/8/8/1R2R3/6N1/8/8/1K5n w - - 2 51,0.5619999999999999,0.564
8/rq6/6b1/1B3k2/2K5/4R3/8/6Q1 w - - 11 66,1.0,1.0
8/2K4r/2R5/4R3/4Q3/8/1k4r1/7q w - - 4 39,0.6,0.692
7b/2k5/7B/K2q4/3b3Q/B7/8/8 w - - 13 50,-0.962,-0.952
8/8/1R6/Q5K1/8/1b2r2k/4q3/6B1 w - - 3 45,0.84,0.852
1K6/8/2N3bB/8/7Q/q6n/8/k7 w - - 5 36,0.85,0.884
1q4b1/8/6R1/Q7/1r6/8/8/1k4BK w - - 4 42,0.704,0.823
1RB5/6b1/8/2NK4/8/8/3n2r1/5k2 w - - 11 47,0.736,0.934
4Q3/3B4/k1K2r2/8/6Rq/8/5b2/8 w - - 11 47,0.10799999999999998,0.091
1N4R1/8/5b2/8/8/5kn1/4r2K/6B1 w - - 0 39,-0.823,-0.778
1k3K2/2r5/3R4/6R1/8/8/qr6/5Q2 w - - 4 48,0.191,0.166
7k/4Q3/1N1N4/8/8/K2n4/4n3/3q4 w - - 4 48,0.8009999999999999,0.769
6B1/8/6b1/K4kq1/R2Q4/8/8/2r5 w - - 6 41,0.693,0.778
8/3b4/8/B7/1N4b1/3K4/8/kn2B3 w - - 16 54,0.62,0.806
8/8/K7/5k2/1qb4B/8/4b3/2B3Q1 w - - 14 48,-1.0,-1.0
b4K2/6R1/7Q/8/8/8/1k4r1/5q1B w - - 9 45,0.15200000000000002,0.145
8/3q4/8/5bQ1/2N4K/8/1Bn4k/8 w - - 5 39,0.878,0.907
1K6/8/8/8/4kB2/8/2R4Q/2b1r2q w - - 10 34,0.507,0.5269999999999999
3k1K2/2q5/1b6/8/4B3/2b5/2B1Q3/8 w - - 9 53,-0.924,-0.918
2k4r/8/3R4/1Q6/8/4q3/3R3r/7K w - - 4 48,-1.0,-1.0
B4K2/8/8/8/1q2r3/3R2Q1/8/1b5k w - - 14 48,0.587,0.728
3B4/7q/R4Q2/8/2b5/K6r/8/1k6 w - - 5 56,-0.868,-0.806
8/8/b2B4/8/b2K4/B2q1k2/7Q/8 w - - 11 67,-0.782,-0.764
7r/8/4K1k1/Q5n1/1RN5/8/8/6q1 w - - 8 60,-0.269,-0.15300000000000002
1Q6/8/5B2/3K3R/8/4q3/4rk2/6b1 w - - 5 42,0.23500000000000001,0.139
8/5B2/8/8/4KQrq/5R2/8/bk6 w - - 3 47,-0.15200000000000002,-0.10400000000000001
8/8/2nk4/4q3/K4N2/4Q2R/8/5r2 w - - 14 70,0.635,0.599
3Q1B2/3R4/3r1b2/7k/4K3/q7/8/8 w - - 15 54,0.902,0.912
8/1Q2B3/4n3/8/2N4b/6k1/2K5/6q1 w - - 3 49,0.518,0.564
7r/3k4/7q/2B5/8/QK6/7b/5R2 w - - 6 70,0.728,0.727
5r2/k4n2/8/1K5R/1N6/6B1/8/2b5 w - - 14 63,0.547,0.771
2K1nk2/1Q3N1R/5r2/8/8/8/8/3q4 w - - 11 59,0.8079999999999999,0.786
5q2/8/1K6/3N3b/5B2/5k2/Q7/7n w - - 1 31,0.298,0.31
r4K2/7k/4B3/b1B5/8/6b1/1R6/8 w - - 7 52,0.197,0.429
4q3/4n3/3k4/8/K3Q3/1R3N2/8/3r4 w - - 15 62,0.06499999999999999,0.156
3k4/7b/2B3b1/2K1r3/6R1/8/8/6B1 w - - 5 35,0.08499999999999999,0.116
8/8/3Q4/K1N5/5R2/8/1r3n2/4k1q1 w - - 6 55,0.191,0.6859999999999999
4Q1b1/2K5/3R4/8/1k1B2r1/6q1/8/8 w - - 3 43,0.492,0.781
1r3B1b/4NR2/8/8/6k1/2n5/8/K7 w - - 3 33,-0.8109999999999999,-0.865
7B/5K2/8/8/2b5/3kq3/5R1Q/2r5 w - - 14 57,-0.597,-0.696
2N2nk1/8/3K4/1q6/8/5Q2/8/2N2n2 w - - 4 60,0.493,0.43
2k4r/8/7b/1b6/8/1B2R3/3K4/1B6 w - - 0 31,-0.867,-0.421
2R5/8/K2r1r2/8/6q1/2R5/k7/2Q5 w - - 11 39,-0.865,-0.757
5r1q/8/5b2/1B4R1/8/8/1k2K1Q1/8 w - - 2 38,0.703,0.753
6B1/2K5/8/q7/b4k1N/Q1n5/8/8 w - - 0 57,-0.796,-0.818
4Q2N/4K3/r7/q7/5k2/8/1R6/7n w - - 13 69,0.813,0.774
2q5/1r3R2/Q1K5/4N3/8/8/7k/1n6 w - - 6 30,-0.926,-0.87
r1k5/1R4R1/8/1Q3K2/8/5q2/4r3/8 w - - 0 37,-0.7959999999999999,-0.8079999999999999
2K2B2/3R3b/8/8/1r5r/k7/5R2/8 w - - 10 45,0.595,0.351
3N4/1n2K3/8/7k/2q5/4Q1B1/6b1/8 w - - 12 58,0.499,0.522
4QB2/8/8/8/1K5q/5B2/7b/k4b2 w - - 1 37,0.8099999999999999,0.917
4k3/K7/Q7/1r6/8/7R/1q2n3/7N w - - 17 60,0.92,0.939
3K4/6bq/8/2B4n/8/8/8/k1N2Q2 w - - 11 59,0.87,0.848
8/R7/7b/B7/K4b2/4r3/5B2/1k6 w - - 15 65,0.696,0.67
7k/2r5/6BK/1b6/8/7B/7R/3b4 w - - 12 49,0.792,0.757
2k4q/2b1r3/1B6/8/1R6/8/2K5/6Q1 w - - 5 47,0.585,0.584
8/8/kr4bb/8/3B4/8/5B2/3K2R1 w - - 4 67,0.932,0.651
1k1n4/8/B7/K6b/6q1/8/4Q3/1N6 w - - 3 70,0.42300000000000004,0.438
3B4/8/6q1/3Q4/2B5/5K2/1bk5/b7 w - - 8 49,0.787,0.795
8/4rB1R/k7/8/8/8/K2b4/2r4R w - - 4 63,0.134,0.066
2r5/2r5/3k4/8/7R/8/3Bb3/1K4R1 w - - 15 69,0.063,0.078
5r2/1n6/4K3/8/5N2/3B1R2/3b4/6k1 w - - 4 51,0.214,0.184
2N5/1K6/7q/1R6/3k1n2/Q7/4r3/8 w - - 19 62,0.738,0.7849999999999999
8/q7/r4b2/6R1/7Q/1B4K1/8/2k5 w - - 9 55,0.525,0.5249999999999999
8/8/2B4Q/7K/6N1/8/1q5b/4n1k1 w - - 16 60,0.596,0.446
3q4/8/2K1Q2B/3n4/8/8/3N4/3k2b1 w - - 1 31,0.782,0.779
K1B5/7b/4B3/7k/6b1/8/4n3/3N4 w - - 8 51,0.642,0.833
3r1k2/8/2K5/5N2/5R2/4B3/b7/n7 w - - 12 67,0.715,0.744
r7/k3BQ2/4R3/8/8/K7/3b4/3q4 w - - 4 55,-0.816,-0.844
7r/2N2B2/3R4/K7/6b1/k1n5/8/8 w - - 9 59,0.093,0.07100000000000001
2K5/7k/4r1r1/4R3/8/3q4/1QR5/8 w - - 3 64,0.883,0.881
8/3B4/5b1r/r7/8/2K5/4RR2/3k4 w - - 11 46,0.148,0.11400000000000002
2r5/8/5nbB/8/5K1k/8/8/4R2N w - - 6 60,0.6849999999999999,0.574
8/3k2q1/3N4/Q7/1B1n4/4b3/8/2K5 w - - 4 43,-0.373,-0.784
8/4k3/2r2q2/8/3Q4/7B/3RK3/1b6 w - - 3 51,0.757,0.46099999999999997
8/1q3r2/n6k/Q7/8/2KR4/1N6/8 w - - 13 49,1.0,1.0
K7/4N3/6Q1/1k6/2n5/7n/7q/1N6 w - - 1 53,0.671,0.761
8/r2Q4/5b2/3K4/B7/8/k4q2/3R4 w - - 16 56,-0.61,-0.622
1r6/8/7k/2q1r3/R2QK3/R7/8/8 w - - 10 34,0.173,0.374
8/8/1R2K1q1/1B6/1r5b/8/Q7/3k4 w - - 6 30,-0.846,-0.929
rn6/8/2k2K2/1N6/8/1R4R1/r7/8 w - - 3 49,0.8,0.762
Q7/3R4/8/5N2/4K3/5r2/1n2q3/7k w - - 2 51,-0.701,-0.816
3q4/5k2/8/8/1n2K3/1r6/8/R3N1Q1 w - - 2 53,0.76,0.828
K7/R3r2k/8/Q2R4/8/4q3/8/4r3 w - - 5 31,0.588,0.589
3Q4/7K/2R1B3/8/5q2/6k1/8/1rb5 w - - 14 46,0.376,0.33699999999999997
k7/8/2N2n2/3Q3q/6n1/2N5/2K5/8 w - - 11 40,0.793,0.692
6Q1/3r4/k2q2N1/3K2R1/8/8/8/n7 w - - 7 39,-0.818,-0.785
4K3/3qn3/2k1N3/2r5/6Q1/8/8/7R w - - 4 30,-0.5529999999999999,-0.795
Q7/K6R/8/4q2N/8/4n3/7r/k7 w - - 4 44,-0.718,-0.85
5K1k/R2R4/6B1/5r2/8/5rb1/8/8 w - - 15 61,0.763,0.727
2r4q/k7/8/2b5/3R4/6K1/4BQ2/8 w - - 0 49,0.848,0.834
8/R7/1r3q2/Q3N3/1n6/1k6/8/K7 w - - 2 35,0.767,0.46799999999999997
1rk5/B1b5/3b4/3K4/R7/3B4/8/8 w - - 11 59,0.76,0.448
8/8/5BKR/8/3Q4/2r2b2/1k6/4q3 w - - 6 32,0.92,0.975
7R/5Q2/8/N7/3r2q1/4n3/K5k1/8 w - - 8 41,0.738,0.797
2n5/7N/8/5R2/7K/8/b6r/5B1k w - - 7 47,0.098,0.124
3r4/5k2/8/3q1nQ1/6RN/5K2/8/8 w - - 9 55,-0.6869999999999999,-0.661
8/6k1/1N6/K7/1Q2R3/4r3/6n1/7q w - - 7 55,0.27899999999999997,0.506
8/7n/8/5N2/8/3NK2k/2R1n1r1/8 w - - 9 30,0.689,0.664
QN2k3/8/3K4/3n4/b7/8/1B6/3q4 w - - 0 53,0.5579999999999999,0.546
1B3n2/8/8/b7/7n/8/1N6/5KNk w - - 0 59,1.0,1.0
8/7k/3K1q2/2B5/r1b5/2R5/8/4Q3 w - - 6 62,-0.396,-0.8079999999999999
K3n2N/2b4B/8/8/1r6/7R/8/6k1 w - - 12 65,-0.548,-0.632
8/1K4R1/B7/2B2k2/8/8/2b1r3/5b2 w - - 1 52,0.56,0.597
q7/7n/k7/b1KN4/6B1/8/8/3Q4 w - - 6 53,0.914,0.95
3B1k2/3R4/8/8/7K/R1b5/5r2/2r5 w - - 1 70,0.40299999999999997,0.378
4qr2/7Q/k7/1bB5/K7/8/8/7R w - - 14 64,-0.315,-0.364
5K2/6N1/7k/3R4/2r1r3/6n1/1R6/8 w - - 6 39,0.944,0.9369999999999999
3k4/5K2/nN6/B7/5Bb1/8/8/b7 w - - 0 50,0.304,0.274
3R4/2B5/8/8/2B4k/1r3b2/7K/3b4 w - - 3 32,0.254,0.218
4b3/4r3/k6B/8/8/8/1R3Bb1/1K6 w - - 9 54,0.039,0.847
8/8/5Q2/k2b4/3K4/1b1B3q/8/6B1 w - - 2 51,0.524,0.498
8/5r2/7B/2R4b/k2KB3/8/4b3/8 w - - 6 65,0.827,0.742
4B3/1n5q/3k4/2N5/5b2/2Q5/8/K7 w - - 2 57,0.578,0.596
5Q1R/8/5K2/8/1rq3r1/1k6/3R4/8 w - - 0 70,0.884,0.907
8/4q3/5b2/8/6B1/1kbQ4/4B3/2K5 w - - 2 41,0.592,0.792
8/QR1B2r1/6b1/8/K4k2/8/8/7q w - - 2 54,0.848,0.751
4B3/2KB4/3r4/k1b5/8/b7/8/1R6 w - - 18 70,0.205,0.228
1B6/8/8/8/KQ3b2/3N4/4n3/3k2q1 w - - 12 42,0.086,0.043
1b6/8/1r6/2q2K2/3R4/8/k7/3Q1B2 w - - 10 69,-0.66,-0.6749999999999999
k7/1r6/8/1NR5/5b2/7K/1n6/1B6 w - - 10 43,0.82,0.726
2K5/7k/8/5R2/2r4b/2B3q1/2Q5/8 w - - 15 60,0.863,0.827
1Q6/4K3/8/1B2R3/8/1bq3r1/8/7k w - - 19 62,0.527,0.374
1n3r2/6r1/8/4N3/1k6/7R/K3R3/8 w - - 7 35,0.49,0.503
R6n/5r1r/8/1N6/8/1R2K3/8/5k2 w - - 14 48,0.688,0.72
8/2n2k2/1N5K/8/1R6/2r5/6r1/3R4 w - - 3 30,0.843,0.843
8/5Q1N/q6r/8/5R2/8/1k6/2n4K w - - 21 68,-0.724,-0.631
3R4/8/5nq1/2Q2N1k/8/6K1/8/5r2 w - - 6 43,-1.0,-0.816
5R2/1q3K2/8/1k2r3/6Q1/5n2/8/6N1 w - - 1 69,-0.352,-0.417
3q2r1/2R5/1R6/2Q5/8/1K6/4kr2/8 w - - 18 61,0.602,0.608
1kBR4/1r6/8/6B1/4K3/2b5/8/6b1 w - - 8 65,0.695,0.677
8/6r1/R7/5R2/8/4q3/4k1r1/QK6 w - - 0 35,0.10499999999999998,0.15200000000000002
2b1k3/8/8/N2Q4/4B3/3n4/4q3/6K1 w - - 12 52,1.0,1.0
3k4/Q7/7q/N3Bb2/8/K7/8/5n2 w - - 11 37,0.818,0.78
K2r4/8/2k1B2Q/R3b3/8/8/4q3/8 w - - 3 33,-0.262,-0.132
3R3n/7r/3N4/1K4k1/8/Q7/8/6q1 w - - 14 46,0.538,0.447
8/8/8/r7/5q2/6RR/2K3Q1/2r1k3 w - - 9 57,-0.837,-0.7819999999999999
3Q4/q6K/8/8/8/r7/3N2R1/3k2n1 w - - 11 52,0.711,0.733
6qr/8/4K2n/3N3k/2Q5/3R4/8/8 w - - 10 56,-0.16699999999999998,-0.10300000000000001
3n4/7b/7k/3B4/5N2/q7/4K3/4Q3 w - - 11 53,1.0,1.0
8/1Q3K2/2r5/8/R2B4/8/7k/b1q5 w - - 7 60,0.325,0.131
1r3r2/7k/8/8/8/Kb2RB2/8/R7 w - - 7 59,0.137,0.16599999999999998
4RR2/8/8/1r1K4/8/k2nN3/8/4r3 w - - 4 48,0.457,0.358
8/7B/1K1k4/8/8/2R1r3/7b/2Q3q1 w - - 19 61,0.49300000000000005,0.6859999999999999
3k4/q7/4Q1KB/1b6/2N5/5n2/8/8 w - - 13 43,0.665,0.646
8/R7/8/8/1QN2q2/2K5/6r1/2n2k2 w - - 9 37,-0.121,-0.137
n7/8/7Q/1N1kr3/7R/8/8/3Kq3 w - - 13 52,-1.0,-1.0
8/2R3Q1/2K1B3/8/b6k/8/3q4/3r4 w - - 5 44,0.729,0.83
8/2R3Nk/8/4n2N/5K2/8/8/4r2n w - - 12 43,0.73,0.621
