,fen,original,rot180,difference
824,1r3k1q/8/3K4/8/4R3/5n2/8/2QN4 w - - 14 64,0.362,0.592,0.22999999999999998
2182,4k3/6KR/3r4/8/6bB/r7/1R6/8 w - - 3 64,0.533,0.304,0.22900000000000004
1635,1b6/6K1/8/8/2n2k2/5B2/8/q3N2Q w - - 6 51,0.128,0.357,0.22899999999999998
272,8/k1r1q3/7r/8/4R1Q1/1K6/8/6R1 w - - 18 67,0.526,0.298,0.22800000000000004
918,Q7/1N1B4/3b1q2/8/7k/6n1/8/6K1 w - - 2 39,0.051,-0.177,0.22799999999999998
1772,1k6/8/B2KN2b/2Q3n1/8/8/8/1q6 w - - 7 51,0.174,0.4019999999999999,0.22799999999999992
624,K1k5/8/N7/7q/8/1b6/6Q1/1n4B1 w - - 3 32,0.782,0.5549999999999999,0.2270000000000001
3579,7R/k3Bb1b/3K4/8/8/8/7r/5B2 w - - 15 67,0.1269999999999999,0.354,0.2270000000000001
520,8/6k1/1N6/K7/1Q2R3/4r3/6n1/7q w - - 7 55,0.2789999999999999,0.506,0.2270000000000001
6658,3k4/2n5/1R3N2/6r1/8/4r3/8/2K4R w - - 11 68,0.421,0.648,0.22700000000000004
773,8/8/4k3/7B/3K2r1/3b2q1/1Q6/1R6 w - - 0 56,0.53,0.303,0.22700000000000004
183,2K5/8/3B1b1r/2B5/2b4k/8/8/1R6 w - - 5 63,0.428,0.655,0.22700000000000004
1197,7K/8/R4nr1/8/1k6/1r6/7R/7N w - - 1 30,-0.221,-0.448,0.227
162,4Kq2/1N4k1/8/1n1R4/1r6/3Q4/8/8 w - - 10 52,-0.484,-0.257,0.22699999999999998
1485,8/2K5/5Q2/8/N4R2/1k4n1/8/2q2r2 w - - 6 56,-0.444,-0.67,0.22600000000000003
2537,6b1/3K4/6k1/2r5/1b1B3R/5B2/8/8 w - - 9 64,0.314,0.54,0.22600000000000003
950,7k/1q6/3Q4/n7/7N/2b5/B5K1/8 w - - 14 49,0.739,0.513,0.22599999999999998
1283,1b5q/4r3/6k1/3B1R2/8/6K1/8/5Q2 w - - 10 39,-0.871,-0.646,0.22499999999999998
797,1B1n4/1b6/8/kb6/4N3/2K5/2B5/8 w - - 9 36,0.277,0.502,0.22499999999999998
2516,5B1K/4B3/4b3/8/8/8/3R4/k1r4b w - - 1 37,0.364,0.1399999999999999,0.2240000000000001
1415,2k4r/5R2/2N5/8/8/3N4/8/n4K1n w - - 10 47,0.678,0.454,0.22400000000000003
15667,8/1B6/4B3/8/R6K/3b4/6r1/4k2b w - - 5 37,0.386,0.162,0.224
37143,8/5k2/8/7q/RK6/3br2B/6Q1/8 w - - 8 65,0.12,0.344,0.22399999999999998
453,5r2/k4n2/8/1K5R/1N6/6B1/8/2b5 w - - 14 63,0.547,0.771,0.22399999999999998
7496,8/2r2B2/4b1K1/3b4/8/4R3/7k/B7 w - - 0 32,0.211,0.434,0.223
422,R7/8/Bb6/7r/3r4/7k/1KR5/8 w - - 12 53,0.587,0.364,0.22299999999999998
6145,8/6Q1/3b2N1/4n3/8/8/1kq3K1/6B1 w - - 8 31,-0.247,-0.47,0.22299999999999998
698,q3n3/1n6/7k/8/5K2/1Q2N3/1N6/8 w - - 7 38,0.711,0.488,0.22299999999999998
212,8/8/3NR3/8/7N/1n2n3/8/K1k1r3 w - - 2 45,-0.594,-0.817,0.22299999999999998
8891,4QRN1/8/8/8/7k/1r2q1n1/7K/8 w - - 11 42,0.8029999999999999,0.581,0.22199999999999998
1887,4Q1K1/2R5/q7/n2r4/8/6N1/3k4/8 w - - 6 61,0.846,0.625,0.22099999999999997
4639,k7/3NK3/8/8/1N4nq/8/8/2Q4n w - - 2 70,0.867,0.646,0.22099999999999997
6975,2N5/Q5R1/8/2K5/8/n2r4/7q/3k4 w - - 12 55,-0.4019999999999999,-0.622,0.22000000000000008
5907,2n5/8/q7/8/4Q3/8/5N2/kN2K1n1 w - - 11 40,0.459,0.679,0.22000000000000003
271,2K3k1/8/2r5/6r1/3R4/5QR1/8/2q5 w - - 7 35,-0.308,-0.088,0.22
6290,6R1/qk2N3/4K1Q1/2r1n3/8/8/8/8 w - - 0 30,0.442,0.222,0.22
3848,2n1q3/8/8/8/N6K/8/2B1k3/Q4b2 w - - 15 63,0.779,0.5599999999999999,0.21900000000000008
3624,3R4/1N3k1n/8/2r5/8/b1K2B2/8/8 w - - 0 48,0.43,0.211,0.219
596,8/4N2Q/4k3/2K5/1R2r3/1n3q2/8/8 w - - 3 61,-0.69,-0.471,0.21899999999999997
13985,6K1/2B5/6k1/6b1/3r4/2Q5/5R2/3q4 w - - 3 63,0.781,1.0,0.21899999999999997
7430,k1B4B/2b5/2b5/8/r7/8/4R1K1/8 w - - 5 36,-0.573,-0.354,0.21899999999999997
290,3r1Q2/8/3K4/8/3R1Rrq/8/8/1k6 w - - 9 36,-0.5549999999999999,-0.3369999999999999,0.21800000000000003
263,5rk1/8/8/1N2K3/1R4n1/2Q5/8/6q1 w - - 3 32,-0.4,-0.618,0.21799999999999997
17124,1Q2R3/8/7r/6N1/8/3q2K1/3n4/3k4 w - - 10 38,-0.1999999999999999,-0.417,0.21700000000000008
7814,8/3q4/KQ6/6n1/8/nN6/N7/4k3 w - - 1 45,0.321,0.538,0.21700000000000003
3986,3K3r/5Q2/8/8/6q1/1R6/kn1N4/8 w - - 1 44,-0.505,-0.288,0.21700000000000003
287,2b5/6B1/B5Q1/8/8/5k1b/8/2q4K w - - 11 62,-0.387,-0.604,0.21699999999999997
8109,3q4/6N1/5n2/6K1/8/B7/8/1k1b1Q2 w - - 7 52,0.783,1.0,0.21699999999999997
2096,7R/6K1/3q4/7B/8/1k4b1/3r4/5Q2 w - - 4 35,0.344,0.5609999999999999,0.21699999999999997
8039,2nr4/5k2/R7/8/8/6q1/8/N1Q2K2 w - - 2 32,-0.505,-0.289,0.21600000000000003
4712,k4qr1/n7/8/3R4/8/K3Q3/7N/8 w - - 1 47,-0.145,-0.361,0.216
2204,8/4rR2/8/5Q1K/4r3/8/5R2/k2q4 w - - 20 66,-0.418,-0.2029999999999999,0.21500000000000008
30147,k1n4B/8/8/1N2R3/2b5/1r2K3/8/8 w - - 10 34,-0.093,-0.308,0.215
3358,3K1B2/R7/1Q6/4q3/7r/2k5/1b6/8 w - - 10 47,0.514,0.729,0.21499999999999997
15313,8/4q3/8/8/K7/1n1r4/2N3k1/QR6 w - - 10 35,0.615,0.4019999999999999,0.21300000000000008
6862,8/7k/r7/8/2b1K3/3R1B2/1Bb5/8 w - - 3 45,-0.548,-0.335,0.21300000000000002
787,1n1k4/R3N3/8/4N3/8/1r6/K2n4/8 w - - 13 62,0.702,0.489,0.21299999999999997
6899,8/1q3r2/5R2/6K1/2k5/1b6/7Q/4B3 w - - 18 68,0.728,0.515,0.21299999999999997
4285,8/1nr5/8/k2q3N/8/2K5/4Q3/5R2 w - - 10 36,-0.3979999999999999,-0.61,0.21200000000000008
701,4B3/8/b6K/2q5/1b3B1Q/5k2/8/8 w - - 13 58,0.521,0.309,0.21200000000000002
8498,2n1q3/7b/1Q6/8/8/k6K/5B2/4N3 w - - 13 67,0.373,0.585,0.21199999999999997
2218,7K/R7/5B2/8/2Q5/7q/7k/2b1r3 w - - 6 50,0.4519999999999999,0.24,0.2119999999999999
2326,8/k5N1/1nK5/b3B3/8/6R1/5r2/8 w - - 0 30,0.558,0.347,0.21100000000000008
397,1k1K4/8/8/q5r1/8/8/7b/B1RQ4 w - - 0 42,-0.638,-0.427,0.21100000000000002
796,6R1/8/8/1Bb4r/4n3/3N2K1/8/5k2 w - - 12 39,0.292,0.081,0.21099999999999997
1657,7q/B6k/8/8/7K/4Q3/1n4Nb/8 w - - 16 66,0.566,0.355,0.21099999999999997
1476,q2B3k/8/8/8/6Q1/8/1r3K2/1b1R4 w - - 8 41,0.193,0.4039999999999999,0.2109999999999999
756,2N1n2K/8/7k/2R5/4q3/8/1Q6/4r3 w - - 10 58,0.7899999999999999,1.0,0.21000000000000008
906,3b4/8/5r2/8/1KN1R3/8/k7/2B2n2 w - - 9 36,0.604,0.814,0.20999999999999996
3803,1q6/7N/6Q1/3K4/6B1/8/nb5k/8 w - - 7 57,0.507,0.717,0.20999999999999996
4925,8/6n1/1K6/3k4/6N1/Q7/n5N1/q7 w - - 12 48,0.518,0.728,0.20999999999999996
187,Q7/8/7k/8/1r2R3/N2n4/3q4/6K1 w - - 11 38,0.845,0.636,0.20899999999999996
16657,8/R7/8/8/n7/B3r1k1/K2N4/3b4 w - - 17 67,0.252,0.4609999999999999,0.2089999999999999
7179,8/5K2/qn6/5Q1N/8/1k6/7R/r7 w - - 4 57,0.3269999999999999,0.535,0.20800000000000013
5487,5Q2/3B1bK1/2R5/8/8/6k1/4rq2/8 w - - 8 63,0.471,0.679,0.20800000000000007
177,2K3Q1/4r1B1/8/1R6/8/4q3/6k1/4b3 w - - 2 52,0.704,0.912,0.20800000000000007
7242,rb5B/k1b5/8/3K1R2/2B5/8/8/8 w - - 12 53,0.966,0.758,0.20799999999999996
5548,q2K4/8/8/4R2Q/4r3/1n6/7N/2k5 w - - 13 54,-0.5,-0.708,0.20799999999999996
864,8/5bk1/2R2r2/B7/8/1b6/8/6KB w - - 11 66,0.87,0.662,0.20799999999999996
1544,2r1qk2/6n1/8/8/N6K/8/2QR4/8 w - - 3 58,-0.295,-0.502,0.20700000000000002
1746,N7/3R4/1N6/4n3/1k6/8/3n1r2/7K w - - 8 59,-0.631,-0.424,0.20700000000000002
19095,7B/2R5/b7/3R4/4K3/8/4r3/rk6 w - - 8 49,0.248,0.455,0.20700000000000002
9585,7q/3Q4/8/8/7b/1bk3B1/6K1/2B5 w - - 1 65,0.38,0.587,0.20699999999999996
10812,8/3Bn3/4N3/8/8/8/8/q2kbQK1 w - - 7 64,0.709,0.502,0.20699999999999996
10503,n5n1/1N6/3R4/6N1/r4K2/8/4k3/8 w - - 10 38,0.3419999999999999,0.548,0.20600000000000013
576,5q2/1rk5/8/Kn6/4R3/8/4Q3/7N w - - 13 70,0.128,0.334,0.20600000000000002
6342,Q7/8/1r3nk1/R7/2K5/N7/5q2/8 w - - 1 38,-0.509,-0.303,0.20600000000000002
622,Q5B1/8/8/1R2K3/8/2k5/1b1r4/2q5 w - - 12 40,0.43,0.224,0.206
165,8/3N1q1n/3Q3R/8/8/4k3/K7/4r3 w - - 11 41,0.6679999999999999,0.873,0.20500000000000007
87,2K4R/N6Q/8/8/5k2/q6n/7r/8 w - - 3 42,0.914,0.709,0.20500000000000007
5564,7K/8/8/Q3N3/5N1k/8/1qn5/2n5 w - - 14 68,0.662,0.457,0.20500000000000002
10351,6R1/8/5n1N/8/1K3r2/8/1n5N/k7 w - - 4 34,-0.354,-0.149,0.205
10842,1R5K/8/r7/8/2k5/q3b1Q1/8/1B6 w - - 1 56,0.345,0.5499999999999999,0.20499999999999996
8730,8/3N2n1/6r1/6q1/8/4KQ1R/1k6/8 w - - 10 53,-0.4469999999999999,-0.242,0.2049999999999999
1983,2r3n1/R1N5/4rk2/8/8/8/3K4/7R w - - 19 62,0.253,0.457,0.20400000000000001
1610,6n1/1k6/7R/3R1N2/5r2/2K5/6r1/8 w - - 8 53,0.539,0.743,0.20399999999999996
328,4r3/1R5Q/8/8/8/5k2/1K6/1N1n1q2 w - - 6 30,-0.0839999999999999,-0.287,0.20300000000000007
13712,3q4/3k4/5K2/N5n1/8/1N3nQ1/8/8 w - - 13 68,-0.304,-0.507,0.203
412,3r4/4k3/R2r1N2/6K1/R7/8/2n5/8 w - - 1 50,0.83,0.627,0.20299999999999996
9726,2Q5/8/8/N4K2/4r2q/R3n3/8/4k3 w - - 7 46,-0.695,-0.492,0.20299999999999996
12594,1q6/8/5kb1/4N3/8/1K1n1BQ1/8/8 w - - 12 69,-0.536,-0.739,0.20299999999999996
7270,1n3QN1/7q/8/4R3/7K/8/8/1r1k4 w - - 11 68,0.481,0.6839999999999999,0.20299999999999996
7950,N7/8/R4K2/1Bn5/8/b4rk1/8/8 w - - 3 32,-0.247,-0.449,0.202
8847,8/2q1b3/8/3k4/1B6/3K4/4Q3/1b2B3 w - - 11 66,-0.654,-0.452,0.202
3004,2k5/2N1Q3/8/8/4R2K/n4q2/8/r7 w - - 3 31,0.529,0.327,0.202
1850,3k4/R7/K6N/8/4r3/8/2R5/5rn1 w - - 9 33,0.647,0.445,0.202
1996,4Q3/5R2/1K6/3k4/B5r1/8/6q1/6b1 w - - 1 33,0.0589999999999999,0.26,0.20100000000000012
2760,B1b5/6k1/4R3/4K3/R7/8/2r5/2r5 w - - 15 64,0.668,0.4669999999999999,0.20100000000000012
758,qN5n/k3K1r1/8/1R6/8/8/8/4Q3 w - - 11 68,0.783,0.582,0.20100000000000007
252,8/Q3R1N1/5q2/3n4/6k1/2r5/1K6/8 w - - 15 68,0.643,0.442,0.201
501,1r6/8/7k/2q1r3/R2QK3/R7/8/8 w - - 10 34,0.173,0.374,0.201
13859,5R2/2n3n1/8/8/4N3/7K/8/2r1kN2 w - - 7 66,0.207,0.408,0.20099999999999998
2122,8/1R6/2K5/b4r2/7N/4n3/B7/2k5 w - - 8 68,0.525,0.726,0.20099999999999996
9520,4R1N1/1n6/2N5/7k/5K2/8/8/rn6 w - - 6 32,0.583,0.382,0.20099999999999996
538,8/4q3/5b2/8/6B1/1kbQ4/4B3/2K5 w - - 2 41,0.592,0.792,0.20000000000000007
4435,6b1/8/3q3K/8/2k5/b3B3/8/Q5B1 w - - 10 35,-0.633,-0.433,0.2
41,8/R7/4k2K/8/8/Bq6/r2b1Q2/8 w - - 8 56,-0.651,-0.851,0.19999999999999996
5324,N4Q2/1k3K2/7B/8/7n/8/5q2/5b2 w - - 3 36,-0.721,-0.521,0.19999999999999996
5286,2K4R/2n5/1kN3r1/8/2R5/1r6/8/8 w - - 5 32,0.538,0.3389999999999999,0.19900000000000012
4209,4qn1Q/k3r3/8/8/8/2R2N2/2K5/8 w - - 3 48,0.639,0.44,0.199
3895,7K/8/5n1r/8/3N4/8/3NR2n/2k5 w - - 14 53,0.32,0.519,0.199
1690,7n/5n2/8/8/r1N3R1/1k4K1/1N6/8 w - - 5 62,0.456,0.655,0.199
13505,8/Q7/1K2r3/R7/8/6k1/2N4n/5q2 w - - 10 34,-0.157,-0.356,0.19899999999999998
1435,8/6RN/R3r3/1K6/3n4/8/4kr2/8 w - - 10 60,-0.591,-0.392,0.19899999999999995
2467,3N1n2/4r3/2R5/1Q2q3/K3k3/8/8/8 w - - 4 42,0.879,0.68,0.19899999999999995
430,1RB5/6b1/8/2NK4/8/8/3n2r1/5k2 w - - 11 47,0.736,0.934,0.19800000000000006
1553,2QB4/8/4rb2/3q1k2/8/5K2/2R5/8 w - - 9 31,-0.793,-0.595,0.19800000000000006
285,8/Q1B5/2N2n2/8/8/4q3/3b2K1/4k3 w - - 13 46,0.347,0.545,0.19800000000000006
194,7r/8/b7/5B2/8/5bB1/KR6/2k5 w - - 8 42,0.253,0.055,0.198
8584,4K3/3R4/3n4/8/7r/1Nkr4/8/1R6 w - - 10 52,-0.344,-0.146,0.19799999999999998
6797,4b2N/1k6/4n3/Kr6/B7/5R2/8/8 w - - 0 37,0.357,0.159,0.19799999999999998
7833,1N6/8/Q2R4/4r3/2K2k2/8/2n5/4q3 w - - 17 65,-0.478,-0.6759999999999999,0.19799999999999995
4032,Q7/5k2/8/8/8/1K5q/4R3/2b3rB w - - 7 55,0.745,0.5479999999999999,0.19700000000000006
722,K1B5/3B3b/b7/2Q5/7k/8/8/q7 w - - 5 46,0.578,0.775,0.19700000000000006
7641,1q6/3Q1B2/1k6/8/K7/1N6/6b1/6n1 w - - 1 35,0.635,0.438,0.197
1844,2Q5/q1N3K1/3rn3/8/8/5R2/8/6k1 w - - 0 63,-0.84,-0.643,0.19699999999999995
1320,2R3Q1/8/8/q7/k7/1r6/3rRK2/8 w - - 10 53,0.746,0.943,0.19699999999999995
2638,1r6/6b1/bk2K1B1/6R1/8/8/8/4B3 w - - 11 47,0.475,0.671,0.19600000000000006
12624,7B/k3K3/8/2q5/r7/8/b7/3R1Q2 w - - 6 47,-0.749,-0.5529999999999999,0.19600000000000006
3831,r7/6N1/8/2k2K2/1n2R3/8/2q5/5Q2 w - - 5 51,0.316,0.12,0.196
653,8/6kr/8/8/2b5/3RK1Bb/8/1B6 w - - 8 54,0.41,0.214,0.19599999999999998
3492,8/7k/7r/3K4/q7/8/3RQ3/n4N2 w - - 3 45,0.135,0.33,0.195
20,7Q/7K/1R5B/8/7k/1b1q4/4r3/8 w - - 14 51,-0.73,-0.924,0.19400000000000006
563,8/1Q3K2/2r5/8/R2B4/8/7k/b1q5 w - - 7 60,0.325,0.131,0.194
2181,k7/3KN2B/4Q3/8/8/4b3/3q1n2/8 w - - 10 54,0.766,0.573,0.19300000000000006
890,K2k1r2/7R/8/1q6/8/1b6/7B/7Q w - - 6 68,-0.033,-0.226,0.193
37400,8/1k6/8/1N3b2/2Q5/1B5q/8/2K4n w - - 4 57,0.699,0.506,0.19299999999999995
841,2k4r/4R3/2B4b/8/8/3b4/B6K/8 w - - 6 35,0.827,0.634,0.19299999999999995
566,8/7B/1K1k4/8/8/2R1r3/7b/2Q3q1 w - - 19 61,0.493,0.6859999999999999,0.19299999999999995
12159,8/nr6/7Q/k5N1/8/8/q7/5RK1 w - - 18 64,0.2269999999999999,0.419,0.1920000000000001
334,k7/2b1K3/7r/8/8/1R6/2BbB3/8 w - - 9 54,0.8,0.608,0.19200000000000006
163,4q3/7n/5k2/8/1K1R4/1Q1N4/8/4r3 w - - 3 63,0.775,0.583,0.19200000000000006
1855,1k3N2/8/2r5/6K1/8/1q1n4/8/R3Q3 w - - 10 44,0.245,0.053,0.192
1330,2R1KQ2/1k6/4B3/7b/8/3r4/8/3q4 w - - 18 64,0.591,0.399,0.19199999999999995
1246,1r5k/8/8/B7/7b/2R5/4K3/1b1B4 w - - 11 46,0.6849999999999999,0.493,0.19199999999999995
599,k7/6q1/3r4/8/K7/4R3/Qb6/1B6 w - - 9 49,0.8089999999999999,1.0,0.19100000000000006
696,8/4k3/5b2/7q/R6r/8/Q2K1B2/8 w - - 9 35,0.893,0.702,0.19100000000000006
6349,5bK1/4k3/2R5/8/6B1/r7/8/n5N1 w - - 1 36,0.657,0.466,0.191
2604,8/kN6/8/8/7b/5B2/4KnQ1/2q5 w - - 8 62,-0.272,-0.463,0.191
1732,8/4K3/8/2q5/QnB2b2/N7/7k/8 w - - 9 45,-0.619,-0.428,0.191
489,K1B5/7b/4B3/7k/6b1/8/4n3/3N4 w - - 8 51,0.642,0.833,0.19099999999999995
4196,5Q1K/k7/3rq3/1B6/8/7b/5R2/8 w - - 8 43,0.1999999999999999,0.39,0.1900000000000001
3208,1k6/7b/1N1K4/7r/7n/8/B7/1R6 w - - 4 32,0.4669999999999999,0.657,0.1900000000000001
3957,8/3R4/5r2/r5k1/8/5b2/7R/6BK w - - 4 43,-0.523,-0.333,0.19
2427,8/1k3BNQ/8/8/1K6/6q1/5n2/4b3 w - - 12 51,-0.703,-0.513,0.18999999999999995
2047,8/6K1/2r5/8/1B1b1B2/4R3/2b2k2/8 w - - 3 60,-0.479,-0.668,0.18900000000000006
2926,rb3R2/8/2R5/2B1r3/5K2/8/8/2k5 w - - 0 60,0.62,0.431,0.189
23922,4R3/k1n5/q1r5/3K3Q/3N4/8/8/8 w - - 10 35,-0.508,-0.319,0.189
11861,3r3R/1Q6/r4k2/q7/8/3K4/8/7R w - - 7 33,-0.287,-0.476,0.189
10565,8/8/5B2/r1k4q/2b5/5R2/6Q1/1K6 w - - 6 33,0.8079999999999999,0.619,0.18899999999999995
211,1b6/8/B1B5/8/8/4k3/5b1q/1K3Q2 w - - 11 49,0.856,0.667,0.18899999999999995
2140,B7/8/7K/8/1k5n/8/2qb4/6QN w - - 4 46,-0.663,-0.475,0.18800000000000006
20010,2K2k2/R3b3/8/8/1r6/8/7R/Br6 w - - 15 48,0.277,0.089,0.18800000000000003
5793,1Q6/6n1/1N6/B6K/3q4/8/k4b2/8 w - - 3 53,-0.503,-0.315,0.188
4078,6r1/1B4k1/3Q4/q1bK4/8/8/8/1R6 w - - 3 35,0.375,0.187,0.188
13059,8/1K3k2/8/4B3/b2N4/8/8/1rn3R1 w - - 1 57,0.525,0.337,0.188
40,5B2/1r6/6R1/8/8/2R5/b7/3r1K1k w - - 13 62,0.382,0.1949999999999999,0.1870000000000001
10015,2KqB1QN/8/1b5k/8/8/5n2/8/8 w - - 10 68,-0.813,-1.0,0.18700000000000006
3708,k4q2/8/B7/8/3r4/5b2/3K2RQ/8 w - - 6 31,-0.74,-0.5529999999999999,0.18700000000000006
1879,2K4n/8/8/1B6/7b/kN2q3/8/3Q4 w - - 0 59,0.314,0.501,0.187
9831,3B2Q1/k7/8/b3r3/2K5/R7/3q4/8 w - - 3 39,0.416,0.229,0.18699999999999997
20069,3n4/8/8/K6r/2N1R3/8/k7/3N1n2 w - - 4 56,0.394,0.581,0.18699999999999994
986,5QR1/B3br2/8/7q/2K5/8/2k5/8 w - - 3 65,0.342,0.5289999999999999,0.1869999999999999
1127,4Q3/7k/6Rr/q2K4/4B3/8/8/2b5 w - - 1 45,0.4479999999999999,0.261,0.1869999999999999
436,8/3b4/8/B7/1N4b1/3K4/8/kn2B3 w - - 16 54,0.62,0.806,0.18600000000000005
5630,8/6R1/6K1/4r3/3b4/3N4/2k5/4nB2 w - - 0 41,0.341,0.527,0.186
1186,8/6n1/k2K4/r7/7B/3N4/3b4/1R6 w - - 2 57,0.449,0.635,0.186
1769,r2r4/8/5R2/8/1RN5/8/k2K3n/8 w - - 9 60,0.8109999999999999,0.625,0.18599999999999994
15488,6Q1/q7/1bK5/4B3/1B2b3/8/8/5k2 w - - 0 38,-0.373,-0.5589999999999999,0.18599999999999994
1108,8/7N/6k1/8/6NQ/8/3K4/1q1n2n1 w - - 7 49,0.723,0.537,0.18599999999999994
2949,2R4K/1B5B/3k2b1/8/8/8/7r/1b6 w - - 0 40,-0.472,-0.287,0.185
1704,q1n3Q1/8/7N/8/8/8/3n3N/1K2k3 w - - 13 48,-0.284,-0.469,0.185
2244,5Q2/4N1R1/8/r7/7n/5K2/2k5/2q5 w - - 5 42,-0.623,-0.438,0.185
24611,5K2/8/8/4N3/Q6R/4n3/6q1/6kr w - - 15 70,0.137,0.322,0.185
1735,1kn3N1/3Q2K1/8/q7/8/7B/8/4b3 w - - 5 69,0.602,0.417,0.185
1101,N1k5/8/8/2K5/Q7/5qn1/2B5/5b2 w - - 13 50,0.3219999999999999,0.506,0.1840000000000001
550,3R4/8/5nq1/2Q2N1k/8/6K1/8/5r2 w - - 6 43,-1.0,-0.816,0.18400000000000005
1710,8/5R2/b7/B7/6r1/1k6/8/B4Kb1 w - - 5 68,-0.543,-0.359,0.18400000000000005
5083,4K3/8/1N6/r7/6R1/7r/7k/1R5n w - - 3 39,0.252,0.068,0.184
3953,8/2RR4/4nK2/N7/4rr2/8/8/6k1 w - - 13 45,-0.478,-0.294,0.184
1363,1K6/3Q2R1/8/4q3/3N3r/8/4nk2/8 w - - 4 47,-0.371,-0.187,0.184
14359,6K1/2Q5/1N5q/k3B3/8/8/7b/2n5 w - - 8 32,0.44,0.624,0.184
3133,8/6qk/4K3/1n1Nb3/8/5B2/8/4Q3 w - - 11 51,0.715,0.531,0.18399999999999994
2946,8/8/7b/2q3k1/8/bQ3B1K/8/4B3 w - - 5 41,0.785,0.602,0.18300000000000005
1823,6k1/8/1R6/3r4/R5K1/8/6N1/2rn4 w - - 3 31,0.389,0.572,0.18299999999999994
883,2N5/8/4r3/7k/4KRn1/2R5/8/3r4 w - - 1 63,-0.603,-0.421,0.182
29739,8/8/8/2B5/1K1b4/2Q5/1N1n1q2/4k3 w - - 5 31,0.429,0.611,0.182
1231,8/2KN4/8/1Q6/3q2n1/3N2n1/8/k7 w - - 9 59,0.527,0.709,0.18199999999999994
2780,1q6/1k6/2r5/5N2/6n1/2KQ4/8/R7 w - - 3 57,-0.702,-0.52,0.18199999999999994
2307,8/2Q5/3Bq3/5n2/8/8/k2Kb3/4N3 w - - 15 57,0.3999999999999999,0.218,0.1819999999999999
265,2Q5/8/2B5/7K/2k1q3/6n1/7N/4b3 w - - 12 66,-0.819,-1.0,0.18100000000000005
2939,8/1n5q/k1N5/r3R3/7K/6Q1/8/8 w - - 5 49,-0.782,-0.601,0.18100000000000005
4906,3b2N1/3B4/8/3n4/8/3q4/8/1k2K2Q w - - 5 37,-0.588,-0.407,0.181
22825,5RB1/3b4/5K1k/8/b6r/8/1B6/8 w - - 7 42,0.464,0.284,0.18000000000000005
11482,2KNr3/1R6/n4q2/5k2/2Q5/8/8/8 w - - 9 59,0.805,0.625,0.18000000000000005
3591,6NQ/8/6b1/8/4K1n1/8/8/B1k2q2 w - - 0 41,-0.457,-0.637,0.18
4819,2r5/2q1k3/8/8/1R1K4/8/7b/Q5B1 w - - 13 44,-0.425,-0.245,0.18
21476,6k1/3q4/3n4/4K3/2r5/1Q3N2/8/4R3 w - - 2 36,-0.6789999999999999,-0.499,0.17999999999999994
1360,1K6/2B5/8/1R6/8/5n2/2r5/N2b3k w - - 15 61,0.541,0.721,0.17999999999999994
4698,8/Qb1q1K2/8/5R2/6B1/8/2k5/3r4 w - - 3 32,-0.718,-0.538,0.17999999999999994
2664,rbR5/8/2R5/8/8/5BK1/8/rk6 w - - 16 53,0.399,0.579,0.17999999999999994
733,6n1/8/2K5/4N3/1N5Q/1k6/4n3/3q4 w - - 0 50,0.502,0.681,0.17900000000000005
1568,6R1/5K1n/N7/3k4/8/3r4/8/5bB1 w - - 4 59,0.493,0.672,0.17900000000000005
20168,4Q1B1/8/7r/q7/4R3/8/8/1k3b1K w - - 12 46,-0.452,-0.273,0.179
6585,7N/2n5/K7/3n3Q/N1k5/8/5q2/8 w - - 10 48,-0.508,-0.329,0.179
3161,8/r2n4/8/5R2/1k2K3/8/1Nr5/1R6 w - - 20 67,0.367,0.545,0.17800000000000005
12749,2q5/8/1B2KBkb/8/4b3/1Q6/8/8 w - - 12 40,-0.449,-0.627,0.178
1204,8/k3N3/8/4Q1n1/2K5/6N1/3q4/2n5 w - - 5 66,0.138,0.316,0.178
4958,8/b7/1R6/2K5/8/r1k1r3/8/3R3B w - - 12 41,-0.283,-0.46,0.17700000000000005
9457,2QR4/8/7R/1r6/1k6/2q3r1/8/7K w - - 1 38,0.414,0.237,0.177
2628,2N1R3/8/Kn6/5r2/3q4/Q7/7k/8 w - - 9 38,0.584,0.76,0.17600000000000005
11424,6K1/8/8/5k2/5q2/1r2r3/6RR/6Q1 w - - 1 41,0.228,0.404,0.17600000000000002
1901,7r/6k1/7N/8/8/5K2/1q2n2Q/5R2 w - - 15 52,0.19,0.366,0.176
9668,3NK3/8/5k2/R7/1n3n2/2N5/8/7r w - - 15 63,0.257,0.433,0.176
934,8/6q1/BK6/5k2/6r1/6b1/8/2R4Q w - - 20 70,0.629,0.804,0.17500000000000004
4550,7k/3R4/8/8/6R1/N3r3/1K6/1n3r2 w - - 4 37,0.209,0.384,0.17500000000000002
8501,2R5/6K1/8/5N1n/n3r3/4N2k/8/8 w - - 11 47,0.49,0.315,0.175
1262,1q5k/3QN3/3K4/8/8/5N2/8/1n1n4 w - - 6 56,0.69,0.515,0.17499999999999993
2507,2K3Q1/R7/3q4/B7/8/b7/8/r2k4 w - - 10 52,0.772,0.947,0.17499999999999993
9379,6k1/8/8/rn4q1/8/1R6/4K2Q/4N3 w - - 5 47,0.511,0.6859999999999999,0.17499999999999993
7118,6N1/8/1b4K1/8/3q3n/4B2k/8/2Q5 w - - 9 43,-0.438,-0.2639999999999999,0.1740000000000001
